index_id,True_Misconception,openai/gpt-oss-20b,llama-3.1-8b-instant,qwen/qwen3-32b
299,Unclassified_Error,Unclassified_Error,Incorrect_Fraction_Op,Unclassified_Error
300,SwapDividend,Unclassified_Error,Inversion,SwapDividend
301,Wrong_term,Unclassified_Error,Scale,Additive
302,Unclassified_Error,Positive,Incorrect_Simplification,Unclassified_Error
303,Unclassified_Error,Inverse_operation,Inverse_operation,Inversion
304,Irrelevant,Wrong_fraction,Inversion,Unclassified_Error
305,Incomplete,Scale,Additive,Incomplete
306,Subtraction,Subtraction,Inverse_operation,Subtraction
307,Unclassified_Error,Wrong_fraction,Wrong_Fraction,Denominator-only_change
308,Denominator-only_change,Wrong_fraction,Multiplying_by_4,Additive
309,Unclassified_Error,Unclassified_Error,Irr,Incomplete
310,Division,Division,Multiplying_by_4,Inverse_operation
311,Unclassified_Error,Adding_across,WNB,Adding_across
312,Mult,Wrong_fraction,Wrong_term,Unclassified_Error
313,Wrong_fraction,Wrong_term,Wrong_Fraction,Subtraction
314,Wrong_term,Wrong_term,Additive,Incomplete
315,Unclassified_Error,Definition,Positive,Incomplete
316,Unclassified_Error,Wrong_term,Definition,Unclassified_Error
317,Mult,Inverse_operation,Inverses_Wrong_Order,Inversion
318,Unclassified_Error,Unclassified_Error,Certainty,Unclassified_Error
319,Additive,Subtraction,Additive,Subtraction
320,Unclassified_Error,Adding_across,Whole_numbers_larger,Additive
321,Unclassified_Error,Wrong_term,Additive,Incomplete
322,Multiplying_by_4,Multiplying_by_4,Inverse_operation,Incomplete
323,Unclassified_Error,Wrong_term,Scale,Mult
324,Unclassified_Error,Wrong_term,Additive,Inversion
325,Additive,Subtraction,Additive,Additive
326,Subtraction,Subtraction,Adding_term,Subtraction
327,Inversion,Inversion,Swapping_Dividend,Inversion
328,Unclassified_Error,Wrong_term,Multiplying_by_4,Incomplete
329,Adding_terms,Additive,Wrong_operation,Inverse_operation
330,Unclassified_Error,Subtraction,Ignores_zeroes,Subtraction
331,Unclassified_Error,Wrong_term,Subtraction,Additive
332,Incomplete,Unclassified_Error,Scale,Incomplete
333,Unclassified_Error,Unclassified_Error,Ignores_zeroes,Ignores_zeroes
334,Positive,Wrong_term,Inverse_operation,Positive
335,Unknowable,Definition,Definition,Definition
336,Unclassified_Error,Wrong_term,Definition,Unknowable
337,Additive,Subtraction,Division,Additive
338,WNB,Denominator-only_change,WNB,Denominator-only_change
339,Unclassified_Error,Positive,Multiplying_by_4,Positive
340,Unclassified_Error,Positive,Unclassified_Error,Unclassified_Error
341,Unclassified_Error,Unclassified_Error,Incomplete,Unclassified_Error
342,Unclassified_Error,Unclassified_Error,Wrong_Fraction,Unclassified_Error
343,Unclassified_Error,Unclassified_Error,Inverse_operation,Unclassified_Error
344,Unclassified_Error,Unclassified_Error,WNB,Unclassified_Error
345,Unclassified_Error,Positive,Inversion,Unclassified_Error
346,Incomplete,Wrong_fraction,Whole_numbers_larger,Incomplete
347,Wrong_fraction,Wrong_term,Multiplying_by_4,Incomplete
348,Wrong_term,Wrong_term,Wrong_term,Incomplete
349,Incomplete,Wrong_Fraction,Wrong_Fraction,Incomplete
350,Unclassified_Error,Wrong_fraction,Inversion,Inversion
351,Adding_terms,Additive,Adding_terms,Additive
352,Unclassified_Error,Unclassified_Error,Incomplete,Unclassified_Error
353,Unclassified_Error,Wrong_term,Incomplete,Unclassified_Error
354,Denominator-only_change,Wrong_fraction,WNB,Additive
355,Unclassified_Error,Unclassified_Error,Ignores_zeroes,Irrelevant
356,Adding_across,Adding_across,Additive,Adding_across
357,Unclassified_Error,Definition,Multiplying_by_4,Unclassified_Error
358,Unclassified_Error,Wrong_term,Inversion,Wrong_term
359,Whole_numbers_larger,Whole_numbers_larger,Shorter_is_bigger,Whole_numbers_larger
360,Unclassified_Error,Unclassified_Error,Inverse_operation,Unclassified_Error
361,Duplication,Wrong_fraction,Multiplying_by_4,Scale
362,Wrong_term,Wrong_term,Multiplying_by_4,Incomplete
363,Unclassified_Error,Incomplete,Unclassified_Error,Unclassified_Error
364,Unclassified_Error,Subtraction,Inverse_operation,Inversion
365,Irrelevant,Wrong_Fraction,Wrong_fraction,Wrong_fraction
366,Certainty,Unclassified_Error,Unclassified_Error,Certainty
367,Incomplete,Wrong_Fraction,Multiplying_by_4,Unclassified_Error
368,Unclassified_Error,Unclassified_Error,Division,Positive
369,Unclassified_Error,Positive,Inversion,Positive
370,Scale,Wrong_fraction,Inverse_operation,Wrong_Fraction
371,WNB,Denominator-only_change,Wrong_fraction,Wrong_fraction
372,Division,Division,Inverse_operation,Division
373,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
374,Incomplete,Wrong_fraction,WNB,Incomplete
375,Unclassified_Error,Wrong_fraction,Inverting,Denominator-only_change
376,Unclassified_Error,Subtraction,Inverse_operation,FlipChange
377,Unclassified_Error,Unclassified_Error,Additive,Unclassified_Error
378,Unclassified_Error,Incomplete,Inverse_operation,Unclassified_Error
379,Unclassified_Error,Unclassified_Error,Unclassified_Error,Unclassified_Error
380,Irrelevant,Mult,WNB,Unclassified_Error
381,Unclassified_Error,Unclassified_Error,SwapDividend,Unclassified_Error
382,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Unclassified_Error
383,Unclassified_Error,Subtraction,Multiplying_by_4,Subtraction
384,Unclassified_Error,Denominator-only_change,Incorrect_Simplification,Denominator-only_change
385,Unclassified_Error,Denominator-only_change,Adding_terms,Unclassified_Error
386,Positive,Positive,Additive,Inversion
387,Unclassified_Error,Unclassified_Error,Inversion,Unknowable
388,Duplication,Scale,Multiplying_by_4,Mult
389,Inversion,Wrong_fraction,Inverse_operation,Inversion
390,Tacking,Subtraction,Inversion,Inversion
391,Positive,Wrong_term,Inversion,Additive
392,Incomplete,Denominator-only_change,Inverse_operation,Incomplete
393,Unclassified_Error,Positive,Wrong_term,Unclassified_Error
394,Positive,Positive,Inversion,Inversion
395,Subtraction,Subtraction,Adding_terms,Additive
396,Unclassified_Error,Unclassified_Error,Positive,Unknowable
397,Additive,Subtraction,Adding_across,Subtraction
398,Unclassified_Error,Wrong_fraction,Dividing_by_9,Unclassified_Error
399,Wrong_term,Wrong_term,Inversion,Incomplete
400,Wrong_fraction,Wrong_term,Multiplying_by_4,Wrong_Fraction
401,Wrong_fraction,Wrong_term,Wrong_fraction,Wrong_term
402,Inversion,Denominator-only_change,Multiplying_by_4,Denominator-only_change
403,Unclassified_Error,Unclassified_Error,Multiplying_by_4,Wrong_term
404,Subtraction,Subtraction,Incomplete,Subtraction
405,Incomplete,Wrong_fraction,Wrong_fraction,Incomplete
406,Incomplete,Wrong_fraction,Wrong_Fraction,Unclassified_Error
407,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
408,Unclassified_Error,Inverse_operation,Inversion,Mult
409,Unclassified_Error,Unclassified_Error,Scale,Unclassified_Error
410,Whole_numbers_larger,Whole_numbers_larger,Ignores_zeroes,Whole_numbers_larger
411,WNB,Wrong_Fraction,Multiply_by_4,Wrong_Fraction
412,Unclassified_Error,Unclassified_Error,Additive,Tacking
413,Unclassified_Error,Unclassified_Error,Definition,Positive
414,Unclassified_Error,Unclassified_Error,Multiply_by_4,Unclassified_Error
415,Unclassified_Error,Wrong_fraction,Adding_terms,Wrong_term
416,Tacking,Subtraction,Inverse_operation,Additive
417,Unclassified_Error,Division,Inversion,Inverse_operation
418,Unclassified_Error,Wrong_term,Wrong_term,Unclassified_Error
419,Unclassified_Error,Wrong_fraction,Wrong_fraction,Adding_terms
420,Unclassified_Error,Wrong_Fraction,Inversion,Additive
421,Additive,Wrong_term,Inversion,Additive
422,Unclassified_Error,Unclassified_Error,Unclassified_Error,Positive
423,Denominator-only_change,Wrong_fraction,Inversion,Unclassified_Error
424,Unclassified_Error,Inversion,Inversion,Inversion
425,Unclassified_Error,Positive,Whole_numbers_larger,Unclassified_Error
426,Unclassified_Error,Wrong_fraction,Whole_numbers_larger,Wrong_fraction
427,Unclassified_Error,Inversion,Inversion,Inversion
428,Whole_numbers_larger,Whole_numbers_larger,Definition,Whole_numbers_larger
429,Additive,Subtraction,Adding_numbers,Subtraction
430,Unclassified_Error,Wrong_fraction,Inverse_operation,Wrong_fraction
431,Unclassified_Error,Positive,Multiplying_by_4,Positive
432,Positive,Subtraction,Additive,Additive
433,Denominator-only_change,Wrong_fraction,Additive,Adding_terms
434,Subtraction,Subtraction,Inverse-operation,Unclassified_Error
435,Unclassified_Error,Unclassified_Error,Additive,Positive
436,Unclassified_Error,Inverse_operation,Additive,Unclassified_Error
437,Denominator-only_change,Wrong_fraction,Wrong_fraction,Additive
438,Unclassified_Error,Unclassified_Error,Shorter_is_bigger,Incomplete
439,Unclassified_Error,Unclassified_Error,WNB,Unclassified_Error
440,Unclassified_Error,Wrong_term,Additive,Unclassified_Error
441,Unclassified_Error,Wrong_Fraction,Multiplying_by_4,Unclassified_Error
442,Adding_terms,Additive,Addition,Inverse_operation
443,Unknowable,Incomplete,Definition,Incomplete
444,Whole_numbers_larger,Whole_numbers_larger,Definition,Whole_numbers_larger
445,Unclassified_Error,Unclassified_Error,Inversion,Unclassified_Error
446,Unclassified_Error,Adding_across,Additive,Adding_across
447,Unclassified_Error,Division,Inversion,Unclassified_Error
